_id,descriptor_id,energy,fermi_level,homo_lumo_gap,lumo,homo,E_1,formation_energy,formation_energy_per_site,energy_per_atom,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,total_mag
WSe2_Mo1W62Se121S2_ffc1c6df-27dc-4774-a15f-76feec11940c,57c8db98-12da-4d42-98d5-fcf0f158ca6c,-1336.23700505,-1.72048869,0.2213,-1.2567,-1.478,-62.9729,17.414494949999835,1.934943883333315,-7.184069919623656,47.0139,47.2352,0.2213,-1.478,-1.2567,47.0139,47.2352,0.2213,-1.478,-1.2567,47.0139,47.2352,0.2213,-1.478,-1.2567,47.0139,47.2352,0.2213,-1.478,-1.2567,47.0139,47.2352,0.0
WSe2_Mo4W58Se125S2_bba73413-5f87-4246-bd1f-3fb81536cb1d,e358a137-c379-4676-a8d8-b74239605f87,-1337.67041271,-1.66484241,0.1360999999999999,-1.2855,-1.4216,-63.0018,10.694287290000148,1.1882541433333498,-7.077621231269841,47.0992,47.2353,0.1360999999999999,-1.4216,-1.2855,47.0992,47.2353,0.1360999999999999,-1.4216,-1.2855,47.0992,47.2353,0.1360999999999999,-1.4216,-1.2855,47.0992,47.2353,0.1360999999999999,-1.4216,-1.2855,47.0992,47.2353,0.0
WSe2_Mo1W60Se123S1_41c5c100-fae4-4d3b-85fc-52bc39bbc36a,0c1a2471-6747-4eee-b951-08925a035ccc,-1307.60511646,-1.75419745,0.1068,-1.4012,-1.508,-62.9102,22.87618353999983,2.541798171111092,-7.068135764648649,46.9212,47.028,0.1068,-1.508,-1.4012,46.9212,47.028,0.1068,-1.508,-1.4012,46.9212,47.028,0.1068,-1.508,-1.4012,46.9212,47.028,0.1068,-1.508,-1.4012,46.9212,47.028,0.0
WSe2_Mo1W61Se122S2_20ff8c11-5021-4879-a2cf-637c094bd831,dc15d28a-ec55-4136-9c49-86f352639c79,-1324.51014483,-1.72630471,0.0937000000000001,-1.3776,-1.4713,-62.9663,19.619755169999962,2.1799727966666627,-7.121022284032258,47.013999999999996,47.107699999999994,0.0937000000000001,-1.4713,-1.3776,47.013999999999996,47.107699999999994,0.0937000000000001,-1.4713,-1.3776,47.013999999999996,47.107699999999994,0.0937000000000001,-1.4713,-1.3776,47.013999999999996,47.107699999999994,0.0937000000000001,-1.4713,-1.3776,47.013999999999996,47.107699999999994,0.0
WSe2_Mo1W62Se121S3_5f8599af-d702-4d7a-9301-83264c54a91f,1ec3ccb1-f87b-4f0e-9e49-6d904d4559f9,-1343.99219506,-1.70626319,0.2064999999999999,-1.3004,-1.5069,-62.9143,13.786304939999809,1.5318116599999787,-7.187124037754011,46.926399999999994,47.13289999999999,0.2064999999999999,-1.5069,-1.3004,46.926399999999994,47.13289999999999,0.2064999999999999,-1.5069,-1.3004,46.926399999999994,47.13289999999999,0.2064999999999999,-1.5069,-1.3004,46.926399999999994,47.13289999999999,0.2064999999999999,-1.5069,-1.3004,46.926399999999994,47.13289999999999,0.0
WSe2_Mo3W60Se123S1_fd95d02b-84a6-40be-a4f9-51aee7740ba9,563a0234-d15a-47be-940a-f6e873941ff2,-1339.93307621,-1.67694381,0.4603999999999999,-1.0438,-1.5042,-62.9189,12.41462378999995,1.3794026433333277,-7.165417519839573,46.9337,47.3941,0.4603999999999999,-1.5042,-1.0438,46.9337,47.3941,0.4603999999999999,-1.5042,-1.0438,46.9337,47.3941,0.4603999999999999,-1.5042,-1.0438,46.9337,47.3941,0.4603999999999999,-1.5042,-1.0438,46.9337,47.3941,0.0
WSe2_Mo1W61Se122S3_491d3767-1547-4aef-93fb-fa009941f5f6,b62a50e4-82de-4b66-965b-d4119805b5cd,-1331.93067101,-1.72294481,0.1123,-1.3467,-1.459,-62.9614,16.326228990000118,1.8140254433333465,-7.122623909144385,47.02139999999999,47.1337,0.1123,-1.459,-1.3467,47.02139999999999,47.1337,0.1123,-1.459,-1.3467,47.02139999999999,47.1337,0.1123,-1.459,-1.3467,47.02139999999999,47.1337,0.1123,-1.459,-1.3467,47.02139999999999,47.1337,0.0
WSe2_Mo2W61Se122S4_9e823b8c-af94-44eb-a7df-35013f24709b,1e0d04a9-476a-4144-9052-25dfb720c57d,-1356.74828564,-1.59977921,0.5711,-0.8256,-1.3967,-62.9633,6.568814360000033,0.7298682622222259,-7.178562357883598,47.08559999999999,47.656699999999994,0.5711,-1.3967,-0.8256,47.08559999999999,47.656699999999994,0.5711,-1.3967,-0.8256,47.08559999999999,47.656699999999994,0.5711,-1.3967,-0.8256,47.08559999999999,47.656699999999994,0.5711,-1.3967,-0.8256,47.08559999999999,47.656699999999994,0.0
WSe2_Mo2W60Se123S2_9543909c-9c68-400b-b1b4-0a8b627d2131,12d9c458-ffbd-43e2-8053-9182d11730ca,-1329.28619604,-1.70154371,0.1115000000000001,-1.3253,-1.4368,-62.9355,16.255303959999992,1.8061448844444437,-7.108482331764706,47.0177,47.1292,0.1115000000000001,-1.4368,-1.3253,47.0177,47.1292,0.1115000000000001,-1.4368,-1.3253,47.0177,47.1292,0.1115000000000001,-1.4368,-1.3253,47.0177,47.1292,0.1115000000000001,-1.4368,-1.3253,47.0177,47.1292,0.0
WSe2_W62Se121S3_8e4e2a4a-1be8-4cdb-b504-09c2b6f1666d,38380132-e778-48c1-96e6-529bbfe6fed8,-1329.8660106,-1.73855826,0.1907999999999998,-1.4128,-1.6036,-16.631,16.97928939999997,1.8865877111111078,-7.149817261290322,0.5464000000000002,0.7371999999999996,0.1907999999999998,-1.6036,-1.4128,0.5464000000000002,0.7371999999999996,0.1907999999999998,-1.6036,-1.4128,0.5464000000000002,0.7371999999999996,0.1907999999999998,-1.6036,-1.4128,0.5464000000000002,0.7371999999999996,0.1907999999999998,-1.6036,-1.4128,0.5464000000000002,0.7371999999999996,0.0
WSe2_Mo2W60Se123S2_a1574163-5f38-469a-abab-b718eff46f44,12d9c458-ffbd-43e2-8053-9182d11730ca,-1328.84921289,-1.75094053,0.0621,-1.4213,-1.4834,-62.8885,16.692287110000052,1.8546985677777836,-7.106145523475936,46.924099999999996,46.9862,0.0621,-1.4834,-1.4213,46.924099999999996,46.9862,0.0621,-1.4834,-1.4213,46.924099999999996,46.9862,0.0621,-1.4834,-1.4213,46.924099999999996,46.9862,0.0621,-1.4834,-1.4213,46.924099999999996,46.9862,0.0
WSe2_W62Se121S3_72cbc88d-ccf2-442d-aa1c-120d67aebe7c,38380132-e778-48c1-96e6-529bbfe6fed8,-1327.98858119,-1.72282485,0.1397999999999999,-1.3504,-1.4902,-16.6235,18.856718809999848,2.095190978888872,-7.139723554784947,0.6523000000000003,0.7920999999999996,0.1397999999999999,-1.4902,-1.3504,0.6523000000000003,0.7920999999999996,0.1397999999999999,-1.4902,-1.3504,0.6523000000000003,0.7920999999999996,0.1397999999999999,-1.4902,-1.3504,0.6523000000000003,0.7920999999999996,0.1397999999999999,-1.4902,-1.3504,0.6523000000000003,0.7920999999999996,0.0
WSe2_Mo1W62Se121S4_f1cfbddf-b6ed-41fe-b8e8-ffd8f4b76409,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.55402748,-1.65677116,0.2100000000000002,-1.2509,-1.4609,-62.9176,11.351472520000016,1.2612747244444462,-7.183798018510639,46.975699999999996,47.1857,0.2100000000000002,-1.4609,-1.2509,46.975699999999996,47.1857,0.2100000000000002,-1.4609,-1.2509,46.975699999999996,47.1857,0.2100000000000002,-1.4609,-1.2509,46.975699999999996,47.1857,0.2100000000000002,-1.4609,-1.2509,46.975699999999996,47.1857,0.0
WSe2_Mo2W62Se121S3_bdac068e-9915-471c-855f-7e14a1c4ebdc,31891a3b-c0e4-441d-b9aa-063cc4c3b549,-1359.79336113,-1.60217043,1.0759,-1.0443,-2.1202,-62.9385,8.91833887000007,0.990926541111119,-7.232943410265958,46.3373,47.413199999999996,1.0759,-2.1202,-1.0443,46.3373,47.413199999999996,1.0759,-2.1202,-1.0443,46.3373,47.413199999999996,1.0759,-2.1202,-1.0443,46.3373,47.413199999999996,1.0759,-2.1202,-1.0443,46.3373,47.413199999999996,0.0
WSe2_Mo4W58Se125S1_15d00c02-fca9-44e9-b63b-8f5df8f03246,f2c83354-8daa-45e3-af81-755508dfdf78,-1331.69735419,-1.61275454,0.2362999999999999,-1.1191,-1.3554,-62.9392,12.540345809999963,1.3933717566666626,-7.083496564840425,47.102799999999995,47.339099999999995,0.2362999999999999,-1.3554,-1.1191,47.102799999999995,47.339099999999995,0.2362999999999999,-1.3554,-1.1191,47.102799999999995,47.339099999999995,0.2362999999999999,-1.3554,-1.1191,47.102799999999995,47.339099999999995,0.2362999999999999,-1.3554,-1.1191,47.102799999999995,47.339099999999995,0.0
WSe2_Mo2W60Se123S2_11dc10f2-feff-4bf0-b5d8-29f8c1147887,12d9c458-ffbd-43e2-8053-9182d11730ca,-1328.57466931,-1.71294546,0.1800999999999999,-1.333,-1.5131,-63.001,16.96683069000005,1.8852034100000057,-7.104677375989305,47.006899999999995,47.187,0.1800999999999999,-1.5131,-1.333,47.006899999999995,47.187,0.1800999999999999,-1.5131,-1.333,47.006899999999995,47.187,0.1800999999999999,-1.5131,-1.333,47.006899999999995,47.187,0.1800999999999999,-1.5131,-1.333,47.006899999999995,47.187,0.0
WSe2_W62Se121S2_4aabcfc7-a048-451e-b227-faba1fb0a710,dd3592ba-e493-45ac-9af2-677364f98fa1,-1320.5253044,-1.70320423,0.1271,-1.3408,-1.4679,-16.636,22.192995599999904,2.465888399999989,-7.1379746183783785,0.6870999999999992,0.8141999999999996,0.1271,-1.4679,-1.3408,0.6870999999999992,0.8141999999999996,0.1271,-1.4679,-1.3408,0.6870999999999992,0.8141999999999996,0.1271,-1.4679,-1.3408,0.6870999999999992,0.8141999999999996,0.1271,-1.4679,-1.3408,0.6870999999999992,0.8141999999999996,0.0
WSe2_Mo1W60Se123S2_78bd364d-4fa5-4b51-bd06-b2e87bea7c73,c796a28d-d3e1-4d7d-8b3a-5d3c81371069,-1314.27432246,-1.72416256,0.2048000000000001,-1.2828,-1.4876,-63.004,20.333977540000205,2.2593308377778007,-7.065990980967741,47.035399999999996,47.240199999999994,0.2048000000000001,-1.4876,-1.2828,47.035399999999996,47.240199999999994,0.2048000000000001,-1.4876,-1.2828,47.035399999999996,47.240199999999994,0.2048000000000001,-1.4876,-1.2828,47.035399999999996,47.240199999999994,0.2048000000000001,-1.4876,-1.2828,47.035399999999996,47.240199999999994,0.0
WSe2_Mo1W62Se121S4_1aeec7f1-286b-46dc-bb19-86c95b3c75b6,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1352.50499946,-1.69719744,0.5372,-0.9586,-1.4958,-62.8876,9.400500540000166,1.0445000600000185,-7.194175529042552,46.910799999999995,47.448,0.5372,-1.4958,-0.9586,46.910799999999995,47.448,0.5372,-1.4958,-0.9586,46.910799999999995,47.448,0.5372,-1.4958,-0.9586,46.910799999999995,47.448,0.5372,-1.4958,-0.9586,46.910799999999995,47.448,0.0
WSe2_Mo4W58Se125S3_abf483f4-480d-43fb-a675-a4414e8b863b,1ac784c6-e1e1-4348-8f60-2b7bf39175b5,-1344.88408608,-1.61384887,0.1545999999999998,-1.223,-1.3776,-62.9142,7.607613919999949,0.8452904355555498,-7.078337295157895,47.0556,47.2102,0.1545999999999998,-1.3776,-1.223,47.0556,47.2102,0.1545999999999998,-1.3776,-1.223,47.0556,47.2102,0.1545999999999998,-1.3776,-1.223,47.0556,47.2102,0.1545999999999998,-1.3776,-1.223,47.0556,47.2102,0.0
WSe2_Mo2W62Se121S2_0439d1c6-f24a-483d-8f6d-254fc8ecaa76,6c6bef5e-d609-4715-a6c2-550aafce4b49,-1352.34314214,-1.69155348,0.8025000000000002,-1.2906,-2.0931,-62.9338,12.24155785999983,1.3601730955555367,-7.231781508770053,46.3597,47.1622,0.8025000000000002,-2.0931,-1.2906,46.3597,47.1622,0.8025000000000002,-2.0931,-1.2906,46.3597,47.1622,0.8025000000000002,-2.0931,-1.2906,46.3597,47.1622,0.8025000000000002,-2.0931,-1.2906,46.3597,47.1622,0.0
WSe2_Mo1W63Se120S5_ba6c435d-9e24-4abe-8812-7f6774e0b61d,78fc77cb-d39c-4a00-8211-9c103f9fd2ac,-1370.2185257,-1.50382051,1.2109,-0.8924,-2.1033,-62.8759,5.335574299999962,0.5928415888888847,-7.24983346931217,46.2916,47.5025,1.2109,-2.1033,-0.8924,46.2916,47.5025,1.2109,-2.1033,-0.8924,46.2916,47.5025,1.2109,-2.1033,-0.8924,46.2916,47.5025,1.2109,-2.1033,-0.8924,46.2916,47.5025,0.0
WSe2_Mo2W59Se124S2_d9431503-ef7c-4a3e-a126-2cf52719943a,47527ee1-0b9b-467f-b8c5-bdbe3e71c6fb,-1319.12436361,-1.71194128,0.0867999999999999,-1.3827,-1.4695,-63.0751,16.89553638999996,1.8772818211111069,-7.054140981871658,47.124599999999994,47.2114,0.0867999999999999,-1.4695,-1.3827,47.124599999999994,47.2114,0.0867999999999999,-1.4695,-1.3827,47.124599999999994,47.2114,0.0867999999999999,-1.4695,-1.3827,47.124599999999994,47.2114,0.0867999999999999,-1.4695,-1.3827,47.124599999999994,47.2114,0.0
WSe2_Mo4W59Se124S1_a8c0b35c-464b-4941-926d-5963530d4bbc,684f910b-8535-45bc-8066-7a867a8f4094,-1342.54243344,-1.63197622,0.1728,-1.2447,-1.4175,-62.9337,11.216866559999971,1.2463185066666636,-7.141183156595744,47.0352,47.208,0.1728,-1.4175,-1.2447,47.0352,47.208,0.1728,-1.4175,-1.2447,47.0352,47.208,0.1728,-1.4175,-1.2447,47.0352,47.208,0.1728,-1.4175,-1.2447,47.0352,47.208,0.0
WSe2_Mo1W63Se120S3_a20fa75e-18f9-4e3f-ac12-2e25fd54c7fc,84610b7e-4741-4d70-a682-906d409e1b1d,-1355.16520912,-1.5392071,1.1111,-1.0067,-2.1178,-62.9215,12.13489087999983,1.34832120888887,-7.246872776042781,46.3227,47.4338,1.1111,-2.1178,-1.0067,46.3227,47.4338,1.1111,-2.1178,-1.0067,46.3227,47.4338,1.1111,-2.1178,-1.0067,46.3227,47.4338,1.1111,-2.1178,-1.0067,46.3227,47.4338,0.0
WSe2_Mo2W59Se124S2_bb1e2853-307e-499d-b070-f0412e810bff,47527ee1-0b9b-467f-b8c5-bdbe3e71c6fb,-1318.8253627,-1.65184885,0.0549000000000001,-1.3736,-1.4285,-62.9238,17.194537300000093,1.9105041444444548,-7.052542046524064,47.0143,47.069199999999995,0.0549000000000001,-1.4285,-1.3736,47.0143,47.069199999999995,0.0549000000000001,-1.4285,-1.3736,47.0143,47.069199999999995,0.0549000000000001,-1.4285,-1.3736,47.0143,47.069199999999995,0.0549000000000001,-1.4285,-1.3736,47.0143,47.069199999999995,0.0
WSe2_Mo1W61Se122S4_e9e33140-7d7c-4543-8bc1-7bfe8f648f97,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.51509058,-1.70058102,0.2142999999999999,-1.2416,-1.4559,-62.9562,13.868809419999934,1.5409788244444371,-7.119761120106384,47.0193,47.2336,0.2142999999999999,-1.4559,-1.2416,47.0193,47.2336,0.2142999999999999,-1.4559,-1.2416,47.0193,47.2336,0.2142999999999999,-1.4559,-1.2416,47.0193,47.2336,0.2142999999999999,-1.4559,-1.2416,47.0193,47.2336,0.0
WSe2_Mo1W62Se121S3_34c2dbdc-e9a4-4b0c-9d31-f02368416915,1ec3ccb1-f87b-4f0e-9e49-6d904d4559f9,-1343.66962617,-1.74754533,0.2213999999999998,-1.3419,-1.5633,-62.9396,14.108873829999993,1.567652647777777,-7.185399070427807,46.8953,47.116699999999994,0.2213999999999998,-1.5633,-1.3419,46.8953,47.116699999999994,0.2213999999999998,-1.5633,-1.3419,46.8953,47.116699999999994,0.2213999999999998,-1.5633,-1.3419,46.8953,47.116699999999994,0.2213999999999998,-1.5633,-1.3419,46.8953,47.116699999999994,0.0
WSe2_Mo3W60Se123S3_ceaf0f00-e362-44d4-9e54-ac7e8933b6df,0f839672-0937-4112-b1d7-e70c4ba5a9c1,-1352.96855309,-1.66800136,0.2033,-1.2655,-1.4688,-62.9012,7.63314691000005,0.84812743444445,-7.158563772962962,46.9514,47.1547,0.2033,-1.4688,-1.2655,46.9514,47.1547,0.2033,-1.4688,-1.2655,46.9514,47.1547,0.2033,-1.4688,-1.2655,46.9514,47.1547,0.2033,-1.4688,-1.2655,46.9514,47.1547,0.0
WSe2_Mo2W60Se123S1_a771b60f-88c0-4c89-88a6-6a7364ac0762,7628c5dd-8cf1-481f-a091-e59006ac64a7,-1322.66819781,-1.73953345,0.1562999999999998,-1.3784,-1.5347,-62.9223,18.74630219000005,2.082922465555561,-7.111119343064517,46.9066,47.0629,0.1562999999999998,-1.5347,-1.3784,46.9066,47.0629,0.1562999999999998,-1.5347,-1.3784,46.9066,47.0629,0.1562999999999998,-1.5347,-1.3784,46.9066,47.0629,0.1562999999999998,-1.5347,-1.3784,46.9066,47.0629,0.0
WSe2_Mo1W62Se121S4_72198071-0417-414a-9f8e-a1237f8e172b,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.44914957,-1.66345141,0.1726999999999998,-1.2492,-1.4219,-62.9757,11.456350430000157,1.272927825555573,-7.1832401572872335,47.0728,47.2455,0.1726999999999998,-1.4219,-1.2492,47.0728,47.2455,0.1726999999999998,-1.4219,-1.2492,47.0728,47.2455,0.1726999999999998,-1.4219,-1.2492,47.0728,47.2455,0.1726999999999998,-1.4219,-1.2492,47.0728,47.2455,0.0
WSe2_Mo2W60Se123S2_2d4c6e04-0b11-4752-badd-13b803f5dc6a,12d9c458-ffbd-43e2-8053-9182d11730ca,-1333.30538549,-1.52929268,0.1065,-1.2405,-1.347,-62.978,12.236114510000107,1.3595682788889007,-7.129975323475936,47.15,47.2565,0.1065,-1.347,-1.2405,47.15,47.2565,0.1065,-1.347,-1.2405,47.15,47.2565,0.1065,-1.347,-1.2405,47.15,47.2565,0.1065,-1.347,-1.2405,47.15,47.2565,0.0
WSe2_Mo2W62Se121S6_217167b1-215e-4572-b18e-732718f4369e,7fbc3cd0-02b2-442b-a1e8-d369f53c04aa,-1381.46675221,-1.44613225,1.1564,-0.9331,-2.0895,-62.859,-0.37405221000017264,-0.041561356666685846,-7.232810220994765,46.2885,47.4449,1.1564,-2.0895,-0.9331,46.2885,47.4449,1.1564,-2.0895,-0.9331,46.2885,47.4449,1.1564,-2.0895,-0.9331,46.2885,47.4449,1.1564,-2.0895,-0.9331,46.2885,47.4449,0.0
WSe2_Mo1W61Se122S4_30222e4f-9e5e-4314-87d2-123a22092732,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.55581861,-1.69404077,0.0568999999999999,-1.4189,-1.4758,-63.0636,13.82808139000008,1.5364534877777867,-7.11997775856383,47.1068,47.1637,0.0568999999999999,-1.4758,-1.4189,47.1068,47.1637,0.0568999999999999,-1.4758,-1.4189,47.1068,47.1637,0.0568999999999999,-1.4758,-1.4189,47.1068,47.1637,0.0568999999999999,-1.4758,-1.4189,47.1068,47.1637,0.0
WSe2_Mo4W59Se124S1_d27b3af3-cf29-4ed4-8ba8-b0038fd3ef37,684f910b-8535-45bc-8066-7a867a8f4094,-1342.42738119,-1.66175374,0.1563000000000001,-1.2461,-1.4024,-62.984,11.331918809999934,1.2591020899999927,-7.1405711765425535,47.1006,47.2569,0.1563000000000001,-1.4024,-1.2461,47.1006,47.2569,0.1563000000000001,-1.4024,-1.2461,47.1006,47.2569,0.1563000000000001,-1.4024,-1.2461,47.1006,47.2569,0.1563000000000001,-1.4024,-1.2461,47.1006,47.2569,0.0
WSe2_Mo1W62Se121S4_aeec405d-38af-44c0-92b8-f7b06887aaf1,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.48472844,-1.66272646,0.1748,-1.2659,-1.4407,-62.9278,11.420771560000048,1.2689746177777832,-7.183429406595745,47.006099999999996,47.180899999999994,0.1748,-1.4407,-1.2659,47.006099999999996,47.180899999999994,0.1748,-1.4407,-1.2659,47.006099999999996,47.180899999999994,0.1748,-1.4407,-1.2659,47.006099999999996,47.180899999999994,0.1748,-1.4407,-1.2659,47.006099999999996,47.180899999999994,0.0
WSe2_Mo2W62Se121S4_8c42fd96-88b8-4612-8289-c717c1d672e7,84b8c774-ff1a-4c9a-9ae9-e7c9f6b954b0,-1367.00046009,-1.49464836,1.1107999999999998,-0.9912,-2.102,-62.934,5.838239910000084,0.6486933233333426,-7.232806667142857,46.351,47.4618,1.1107999999999998,-2.102,-0.9912,46.351,47.4618,1.1107999999999998,-2.102,-0.9912,46.351,47.4618,1.1107999999999998,-2.102,-0.9912,46.351,47.4618,1.1107999999999998,-2.102,-0.9912,46.351,47.4618,0.0
WSe2_W60Se123S4_39b474eb-2caf-433b-9b01-d26b43586af6,5b618b23-e0d0-4f0a-852d-71d8c9dcb15d,-1314.51501586,-1.70115272,0.1553,-1.3519,-1.5072,-16.6818,17.414084140000114,1.9348982377777904,-7.02949206342246,0.6935999999999982,0.8488999999999987,0.1553,-1.5072,-1.3519,0.6935999999999982,0.8488999999999987,0.1553,-1.5072,-1.3519,0.6935999999999982,0.8488999999999987,0.1553,-1.5072,-1.3519,0.6935999999999982,0.8488999999999987,0.1553,-1.5072,-1.3519,0.6935999999999982,0.8488999999999987,0.0
WSe2_Mo4W57Se126S2_32422a3a-c7ea-4b76-bff0-a0cea8e0ee9e,4b8d6415-3592-45ee-a076-7770a33d56b1,-1326.21798735,-1.64107346,0.0367999999999999,-1.3609,-1.3977,-63.2507,12.62511265000012,1.4027902944444577,-7.017026388095238,47.372,47.4088,0.0367999999999999,-1.3977,-1.3609,47.372,47.4088,0.0367999999999999,-1.3977,-1.3609,47.372,47.4088,0.0367999999999999,-1.3977,-1.3609,47.372,47.4088,0.0367999999999999,-1.3977,-1.3609,47.372,47.4088,0.0
WSe2_Mo3W61Se122S2_a6d764ab-979a-4231-873b-92cc775825d9,4a8b4137-5877-4edf-85a3-456391dad761,-1357.11785163,-1.49741702,1.1638000000000002,-0.9337,-2.0975,-62.8742,8.878448370000115,0.9864942633333461,-7.218711976755318,46.295700000000004,47.4595,1.1638000000000002,-2.0975,-0.9337,46.295700000000004,47.4595,1.1638000000000002,-2.0975,-0.9337,46.295700000000004,47.4595,1.1638000000000002,-2.0975,-0.9337,46.295700000000004,47.4595,1.1638000000000002,-2.0975,-0.9337,46.295700000000004,47.4595,0.0
WSe2_W63Se120S5_1fe56807-5c6a-436f-bb7d-c5b41939b341,a83fe65f-e8fb-461c-8883-f79cf9457aa7,-1353.90087829,-1.71127272,0.2027000000000001,-1.3031,-1.5058,-16.5992,10.720021709999855,1.1911135233333172,-7.20160041643617,0.6123999999999992,0.8150999999999993,0.2027000000000001,-1.5058,-1.3031,0.6123999999999992,0.8150999999999993,0.2027000000000001,-1.5058,-1.3031,0.6123999999999992,0.8150999999999993,0.2027000000000001,-1.5058,-1.3031,0.6123999999999992,0.8150999999999993,0.2027000000000001,-1.5058,-1.3031,0.6123999999999992,0.8150999999999993,0.0
WSe2_W62Se121S3_dcb9aaa2-daa0-41fd-a920-0b9692b9a425,38380132-e778-48c1-96e6-529bbfe6fed8,-1327.97176471,-1.75835226,0.1457000000000001,-1.4,-1.5457,-16.6223,18.873535290000063,2.097059476666674,-7.13963314360215,0.5955999999999992,0.741299999999999,0.1457000000000001,-1.5457,-1.4,0.5955999999999992,0.741299999999999,0.1457000000000001,-1.5457,-1.4,0.5955999999999992,0.741299999999999,0.1457000000000001,-1.5457,-1.4,0.5955999999999992,0.741299999999999,0.1457000000000001,-1.5457,-1.4,0.5955999999999992,0.741299999999999,0.0
WSe2_Mo1W60Se123S4_00540c05-defd-446c-8b1d-2cf8421d818b,c25203dc-11d6-403c-84bf-1dc88ffdc4ad,-1326.62254575,-1.68838355,0.1439999999999999,-1.3159,-1.4599,-62.907,16.239754250000033,1.8044171388888925,-7.056502902925532,46.9661,47.110099999999996,0.1439999999999999,-1.4599,-1.3159,46.9661,47.110099999999996,0.1439999999999999,-1.4599,-1.3159,46.9661,47.110099999999996,0.1439999999999999,-1.4599,-1.3159,46.9661,47.110099999999996,0.1439999999999999,-1.4599,-1.3159,46.9661,47.110099999999996,0.0
WSe2_W62Se121S3_e57415ac-0c7a-4bea-bd21-e1a49256accb,38380132-e778-48c1-96e6-529bbfe6fed8,-1328.590787,-1.75462192,0.2189000000000001,-1.3048,-1.5237,-16.632,18.25451299999986,2.028279222222207,-7.142961220430108,0.6273000000000017,0.8462000000000014,0.2189000000000001,-1.5237,-1.3048,0.6273000000000017,0.8462000000000014,0.2189000000000001,-1.5237,-1.3048,0.6273000000000017,0.8462000000000014,0.2189000000000001,-1.5237,-1.3048,0.6273000000000017,0.8462000000000014,0.2189000000000001,-1.5237,-1.3048,0.6273000000000017,0.8462000000000014,0.0
WSe2_Mo2W61Se122S3_5bf89cd4-c80c-4527-9f94-2c03440ac44a,acbd8081-1322-433f-a002-9adbbdefae54,-1347.76605086,-1.68913303,0.2372999999999998,-1.2616,-1.4989,-62.9414,11.42404914000008,1.2693387933333422,-7.168968355638298,46.9615,47.1988,0.2372999999999998,-1.4989,-1.2616,46.9615,47.1988,0.2372999999999998,-1.4989,-1.2616,46.9615,47.1988,0.2372999999999998,-1.4989,-1.2616,46.9615,47.1988,0.2372999999999998,-1.4989,-1.2616,46.9615,47.1988,0.0
WSe2_Mo1W61Se122S4_2a3800af-d3a9-4774-93a0-3e1671b6c3ac,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.9668226,-1.70354386,0.1752,-1.3089,-1.4841,-62.9705,13.417077400000153,1.4907863777777948,-7.122163949999999,47.0054,47.1806,0.1752,-1.4841,-1.3089,47.0054,47.1806,0.1752,-1.4841,-1.3089,47.0054,47.1806,0.1752,-1.4841,-1.3089,47.0054,47.1806,0.1752,-1.4841,-1.3089,47.0054,47.1806,0.0
WSe2_Mo2W62Se121S5_6382ea61-14df-40d0-9873-46a6cf6d46d0,c00b0dba-12ce-495a-81b0-72a7421b7c64,-1374.24888892,-1.48082933,1.2762000000000002,-0.8228,-2.099,-62.9058,2.7168110800000704,0.3018678977777856,-7.232888889052631,46.325799999999994,47.602,1.2762000000000002,-2.099,-0.8228,46.325799999999994,47.602,1.2762000000000002,-2.099,-0.8228,46.325799999999994,47.602,1.2762000000000002,-2.099,-0.8228,46.325799999999994,47.602,1.2762000000000002,-2.099,-0.8228,46.325799999999994,47.602,0.0
WSe2_Mo2W60Se123S2_9d9ad439-e3a4-455f-855e-24797e275e2a,12d9c458-ffbd-43e2-8053-9182d11730ca,-1330.86561194,-1.68087315,0.0594000000000001,-1.4038,-1.4632,-62.9845,14.675888060000034,1.6306542288888926,-7.116928406096257,47.040299999999995,47.0997,0.0594000000000001,-1.4632,-1.4038,47.040299999999995,47.0997,0.0594000000000001,-1.4632,-1.4038,47.040299999999995,47.0997,0.0594000000000001,-1.4632,-1.4038,47.040299999999995,47.0997,0.0594000000000001,-1.4632,-1.4038,47.040299999999995,47.0997,0.0
