_id,descriptor_id,energy,fermi_level,homo_lumo_gap,lumo,homo,E_1
WSe2_Mo1W61Se122S3_491d3767-1547-4aef-93fb-fa009941f5f6,b62a50e4-82de-4b66-965b-d4119805b5cd,-1331.93067101,-1.72294481,0.11230000000000007,-1.3467,-1.459,-62.9614
WSe2_Mo2W61Se122S4_9e823b8c-af94-44eb-a7df-35013f24709b,1e0d04a9-476a-4144-9052-25dfb720c57d,-1356.74828564,-1.59977921,0.5711,-0.8256,-1.3967,-62.9633
WSe2_Mo2W60Se123S2_9543909c-9c68-400b-b1b4-0a8b627d2131,12d9c458-ffbd-43e2-8053-9182d11730ca,-1329.28619604,-1.70154371,0.11150000000000015,-1.3253,-1.4368,-62.9355
WSe2_W62Se121S3_8e4e2a4a-1be8-4cdb-b504-09c2b6f1666d,38380132-e778-48c1-96e6-529bbfe6fed8,-1329.8660106,-1.73855826,0.19079999999999986,-1.4128,-1.6036,-16.631
WSe2_Mo2W60Se123S2_a1574163-5f38-469a-abab-b718eff46f44,12d9c458-ffbd-43e2-8053-9182d11730ca,-1328.84921289,-1.75094053,0.062100000000000044,-1.4213,-1.4834,-62.8885
WSe2_W62Se121S3_72cbc88d-ccf2-442d-aa1c-120d67aebe7c,38380132-e778-48c1-96e6-529bbfe6fed8,-1327.98858119,-1.72282485,0.13979999999999992,-1.3504,-1.4902,-16.6235
WSe2_Mo1W62Se121S4_f1cfbddf-b6ed-41fe-b8e8-ffd8f4b76409,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.55402748,-1.65677116,0.2100000000000002,-1.2509,-1.4609,-62.9176
WSe2_Mo2W62Se121S3_bdac068e-9915-471c-855f-7e14a1c4ebdc,31891a3b-c0e4-441d-b9aa-063cc4c3b549,-1359.79336113,-1.60217043,1.0759,-1.0443,-2.1202,-62.9385
WSe2_Mo4W58Se125S1_15d00c02-fca9-44e9-b63b-8f5df8f03246,f2c83354-8daa-45e3-af81-755508dfdf78,-1331.69735419,-1.61275454,0.23629999999999995,-1.1191,-1.3554,-62.9392
WSe2_Mo2W60Se123S2_11dc10f2-feff-4bf0-b5d8-29f8c1147887,12d9c458-ffbd-43e2-8053-9182d11730ca,-1328.57466931,-1.71294546,0.18009999999999993,-1.333,-1.5131,-63.001
WSe2_W62Se121S2_4aabcfc7-a048-451e-b227-faba1fb0a710,dd3592ba-e493-45ac-9af2-677364f98fa1,-1320.5253044,-1.70320423,0.1271,-1.3408,-1.4679,-16.636
WSe2_Mo1W60Se123S2_78bd364d-4fa5-4b51-bd06-b2e87bea7c73,c796a28d-d3e1-4d7d-8b3a-5d3c81371069,-1314.27432246,-1.72416256,0.2048000000000001,-1.2828,-1.4876,-63.004
WSe2_Mo1W62Se121S4_1aeec7f1-286b-46dc-bb19-86c95b3c75b6,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1352.50499946,-1.69719744,0.5372,-0.9586,-1.4958,-62.8876
WSe2_Mo4W58Se125S3_abf483f4-480d-43fb-a675-a4414e8b863b,1ac784c6-e1e1-4348-8f60-2b7bf39175b5,-1344.88408608,-1.61384887,0.15459999999999985,-1.223,-1.3776,-62.9142
WSe2_Mo2W62Se121S2_0439d1c6-f24a-483d-8f6d-254fc8ecaa76,6c6bef5e-d609-4715-a6c2-550aafce4b49,-1352.34314214,-1.69155348,0.8025000000000002,-1.2906,-2.0931,-62.9338
WSe2_Mo1W63Se120S5_ba6c435d-9e24-4abe-8812-7f6774e0b61d,78fc77cb-d39c-4a00-8211-9c103f9fd2ac,-1370.2185257,-1.50382051,1.2109,-0.8924,-2.1033,-62.8759
WSe2_Mo2W59Se124S2_d9431503-ef7c-4a3e-a126-2cf52719943a,47527ee1-0b9b-467f-b8c5-bdbe3e71c6fb,-1319.12436361,-1.71194128,0.08679999999999999,-1.3827,-1.4695,-63.0751
WSe2_Mo4W59Se124S1_a8c0b35c-464b-4941-926d-5963530d4bbc,684f910b-8535-45bc-8066-7a867a8f4094,-1342.54243344,-1.63197622,0.17280000000000006,-1.2447,-1.4175,-62.9337
WSe2_Mo1W63Se120S3_a20fa75e-18f9-4e3f-ac12-2e25fd54c7fc,84610b7e-4741-4d70-a682-906d409e1b1d,-1355.16520912,-1.5392071,1.1111,-1.0067,-2.1178,-62.9215
WSe2_Mo2W59Se124S2_bb1e2853-307e-499d-b070-f0412e810bff,47527ee1-0b9b-467f-b8c5-bdbe3e71c6fb,-1318.8253627,-1.65184885,0.05490000000000017,-1.3736,-1.4285,-62.9238
WSe2_Mo1W61Se122S4_e9e33140-7d7c-4543-8bc1-7bfe8f648f97,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.51509058,-1.70058102,0.21429999999999993,-1.2416,-1.4559,-62.9562
WSe2_Mo1W62Se121S3_34c2dbdc-e9a4-4b0c-9d31-f02368416915,1ec3ccb1-f87b-4f0e-9e49-6d904d4559f9,-1343.66962617,-1.74754533,0.22139999999999982,-1.3419,-1.5633,-62.9396
WSe2_Mo3W60Se123S3_ceaf0f00-e362-44d4-9e54-ac7e8933b6df,0f839672-0937-4112-b1d7-e70c4ba5a9c1,-1352.96855309,-1.66800136,0.20330000000000004,-1.2655,-1.4688,-62.9012
WSe2_Mo2W60Se123S1_a771b60f-88c0-4c89-88a6-6a7364ac0762,7628c5dd-8cf1-481f-a091-e59006ac64a7,-1322.66819781,-1.73953345,0.15629999999999988,-1.3784,-1.5347,-62.9223
WSe2_Mo1W62Se121S4_72198071-0417-414a-9f8e-a1237f8e172b,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.44914957,-1.66345141,0.17269999999999985,-1.2492,-1.4219,-62.9757
WSe2_Mo2W60Se123S2_2d4c6e04-0b11-4752-badd-13b803f5dc6a,12d9c458-ffbd-43e2-8053-9182d11730ca,-1333.30538549,-1.52929268,0.10650000000000004,-1.2405,-1.347,-62.978
WSe2_Mo2W62Se121S6_217167b1-215e-4572-b18e-732718f4369e,7fbc3cd0-02b2-442b-a1e8-d369f53c04aa,-1381.46675221,-1.44613225,1.1564,-0.9331,-2.0895,-62.859
WSe2_Mo1W61Se122S4_30222e4f-9e5e-4314-87d2-123a22092732,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.55581861,-1.69404077,0.05689999999999995,-1.4189,-1.4758,-63.0636
WSe2_Mo4W59Se124S1_d27b3af3-cf29-4ed4-8ba8-b0038fd3ef37,684f910b-8535-45bc-8066-7a867a8f4094,-1342.42738119,-1.66175374,0.1563000000000001,-1.2461,-1.4024,-62.984
WSe2_Mo1W62Se121S4_aeec405d-38af-44c0-92b8-f7b06887aaf1,4bb13c28-ac65-4699-b64b-384fa04e7ebf,-1350.48472844,-1.66272646,0.17480000000000007,-1.2659,-1.4407,-62.9278
WSe2_Mo2W62Se121S4_8c42fd96-88b8-4612-8289-c717c1d672e7,84b8c774-ff1a-4c9a-9ae9-e7c9f6b954b0,-1367.00046009,-1.49464836,1.1107999999999998,-0.9912,-2.102,-62.934
WSe2_W60Se123S4_39b474eb-2caf-433b-9b01-d26b43586af6,5b618b23-e0d0-4f0a-852d-71d8c9dcb15d,-1314.51501586,-1.70115272,0.1553,-1.3519,-1.5072,-16.6818
WSe2_Mo4W57Se126S2_32422a3a-c7ea-4b76-bff0-a0cea8e0ee9e,4b8d6415-3592-45ee-a076-7770a33d56b1,-1326.21798735,-1.64107346,0.036799999999999944,-1.3609,-1.3977,-63.2507
WSe2_Mo3W61Se122S2_a6d764ab-979a-4231-873b-92cc775825d9,4a8b4137-5877-4edf-85a3-456391dad761,-1357.11785163,-1.49741702,1.1638000000000002,-0.9337,-2.0975,-62.8742
WSe2_W63Se120S5_1fe56807-5c6a-436f-bb7d-c5b41939b341,a83fe65f-e8fb-461c-8883-f79cf9457aa7,-1353.90087829,-1.71127272,0.2027000000000001,-1.3031,-1.5058,-16.5992
WSe2_W62Se121S3_dcb9aaa2-daa0-41fd-a920-0b9692b9a425,38380132-e778-48c1-96e6-529bbfe6fed8,-1327.97176471,-1.75835226,0.14570000000000016,-1.4,-1.5457,-16.6223
WSe2_Mo1W60Se123S4_00540c05-defd-446c-8b1d-2cf8421d818b,c25203dc-11d6-403c-84bf-1dc88ffdc4ad,-1326.62254575,-1.68838355,0.1439999999999999,-1.3159,-1.4599,-62.907
WSe2_W62Se121S3_e57415ac-0c7a-4bea-bd21-e1a49256accb,38380132-e778-48c1-96e6-529bbfe6fed8,-1328.590787,-1.75462192,0.2189000000000001,-1.3048,-1.5237,-16.632
WSe2_Mo2W61Se122S3_5bf89cd4-c80c-4527-9f94-2c03440ac44a,acbd8081-1322-433f-a002-9adbbdefae54,-1347.76605086,-1.68913303,0.23729999999999984,-1.2616,-1.4989,-62.9414
WSe2_Mo1W61Se122S4_2a3800af-d3a9-4774-93a0-3e1671b6c3ac,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1338.9668226,-1.70354386,0.17520000000000002,-1.3089,-1.4841,-62.9705
WSe2_Mo2W62Se121S5_6382ea61-14df-40d0-9873-46a6cf6d46d0,c00b0dba-12ce-495a-81b0-72a7421b7c64,-1374.24888892,-1.48082933,1.2762000000000002,-0.8228,-2.099,-62.9058
WSe2_Mo2W60Se123S2_9d9ad439-e3a4-455f-855e-24797e275e2a,12d9c458-ffbd-43e2-8053-9182d11730ca,-1330.86561194,-1.68087315,0.05940000000000012,-1.4038,-1.4632,-62.9845
WSe2_Mo3W61Se122S5_1012b39c-c465-40ea-8e63-87ead4c147fa,37e0536c-4a23-46af-bce8-ba1de8894d74,-1378.82201711,-1.44942612,1.2997,-0.7765,-2.0762,-62.8882
WSe2_Mo3W61Se122S3_756c9795-13ee-4de1-910e-ba7f9d846297,b9eb2beb-511e-49f6-ae6e-280ddf6d2ebe,-1364.3397386,-1.4898838,1.2490999999999999,-0.85,-2.0991,-62.8816
WSe2_Mo1W59Se124S1_e1ee06eb-ecfd-4f5e-b2e9-d916310eb0b2,3019d556-14e3-47a2-8b54-5b506faa1d0e,-1295.27754306,-1.79350608,0.028200000000000003,-1.4932,-1.5214,-62.9894
WSe2_Mo3W61Se122S4_0d4a612e-5529-4c23-b018-210e36112174,d6f06f5d-15bc-49db-9346-1b739ccb4a19,-1371.5750953,-1.46951982,1.1705999999999999,-0.894,-2.0646,-62.8626
WSe2_Mo2W62Se121S4_fac72d87-2e4f-48ef-a733-72f04b62055f,84b8c774-ff1a-4c9a-9ae9-e7c9f6b954b0,-1366.982132,-1.49039578,1.1963,-0.9019,-2.0982,-62.8977
WSe2_W63Se120S6_03cfc078-d55c-4342-9ac2-ece9a79dae99,c3910289-636f-416f-90cb-0f7416a5c074,-1360.42735798,-1.63705055,0.20609999999999995,-1.2195,-1.4256,-16.6029
WSe2_Mo3W59Se124S1_59e9381a-b706-4773-9ab7-dccf1aeb419e,7134948a-7bae-4bb9-80bc-2dd111f10c06,-1326.96364025,-1.69450152,0.19510000000000005,-1.2731,-1.4682,-62.9526
WSe2_Mo1W61Se122S2_403bfd68-7311-4b27-9170-928fe5797159,dc15d28a-ec55-4136-9c49-86f352639c79,-1324.69536773,-1.78496842,0.07990000000000008,-1.4877,-1.5676,-62.9918
WSe2_Mo2W61Se122_1ab99f2d-e12a-423c-ab5e-e701735c0fc1,d030e26e-d65b-4db4-a7d7-3184377bf9d0,-1326.67841646,-1.72136161,0.12349999999999994,-1.4027,-1.5262,-62.9936
WSe2_Mo1W61Se122S4_981d26f2-0eea-4a9c-b547-7a3e2c5f0d92,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1341.50481627,-1.65043625,0.049000000000000155,-1.3396,-1.3886,-63.1216
WSe2_Mo2W58Se125_54dbc7fe-61e5-4c01-ab37-9cfc467f46d1,a83bb4c0-649a-4faf-9cba-795d2ee6a2b5,-1291.87426977,-1.79076342,0.0948,-1.4736,-1.5684,-63.2155
WSe2_W62Se121S1_8ebfdc39-d6e4-4f18-ba84-91cbdafa7ccd,28fa3504-b80f-45ca-8451-216774d91e3b,-1314.50386731,-1.81671888,0.06150000000000011,-1.4942,-1.5557,-16.6441
WSe2_Mo1W61Se122S3_bbe1d789-3535-4d39-abd9-051dbf5f3d31,b62a50e4-82de-4b66-965b-d4119805b5cd,-1333.6602536,-1.61111307,0.1352000000000002,-1.261,-1.3962,-62.9112
WSe2_Mo2W61Se122S2_8c98cae3-8ee2-4d49-8bf5-0ac1afca5bdd,2e9af4ef-c569-40ef-be43-e8f8a923aef6,-1340.66149787,-1.66628706,0.19500000000000006,-1.2302,-1.4252,-62.9435
WSe2_Mo2W59Se124S2_2106c5b4-476f-469c-af90-9765e332c773,47527ee1-0b9b-467f-b8c5-bdbe3e71c6fb,-1319.41296686,-1.72127255,0.0918000000000001,-1.4243,-1.5161,-63.1318
WSe2_Mo1W61Se122S4_3a9b2c27-67d9-4092-8fa8-9075fcb0cbae,a5403af8-f45f-49d4-85ce-c2bac5cf599c,-1340.29579172,-1.69502572,0.0817000000000001,-1.3941,-1.4758,-63.0016
WSe2_Mo2W59Se124S1_7c5ccbc3-dd97-47d8-84e0-38fed2d79e65,e0baf73b-df13-43c5-9305-8e6c5c1a5806,-1311.76087222,-1.74142404,0.11850000000000005,-1.4293,-1.5478,-63.002
WSe2_Mo3W60Se123S4_57e243b5-3938-47e7-93eb-14692efd505b,fc0d4ef5-fc75-4b68-9d2b-c09ee215e4c8,-1361.14232006,-1.60889162,0.6497,-0.7509,-1.4006,-62.9071
WSe2_Mo3W60Se123S2_0b48a326-5b68-4399-8512-6ab64a11cbcb,3fc7dc84-819c-4e17-b110-9b688bebbb0a,-1347.18990937,-1.6659815,0.5076999999999999,-0.9526,-1.4603,-62.8962
WSe2_W62Se121S6_8635c933-2d8e-4ad8-a233-2015f09471f1,6a2a09b1-0fb5-44ac-af17-b85357c93ff7,-1348.22087182,-1.69232863,0.16770000000000018,-1.2509,-1.4186,-16.6242
WSe2_Mo3W59Se124S3_664fea89-2972-4705-851e-8574f785e788,2d8fe0bb-b9fb-4b6e-a3b3-4139d3e755dc,-1342.11479307,-1.67256374,0.1753,-1.2668,-1.4421,-63.1029
WSe2_Mo2W61Se122S4_cd899600-ad42-402a-8cd0-6eb281bf4005,1e0d04a9-476a-4144-9052-25dfb720c57d,-1355.03168146,-1.70502042,0.1735,-1.2733,-1.4468,-62.9467
WSe2_Mo2W60Se123S1_1b7994df-bfb3-4ce0-b80e-18aec1581270,7628c5dd-8cf1-481f-a091-e59006ac64a7,-1323.53663594,-1.72595398,0.10630000000000006,-1.4058,-1.5121,-62.9682
WSe2_Mo1W61Se122S3_08cc24b8-4d06-46f9-9d00-69352e45859a,b62a50e4-82de-4b66-965b-d4119805b5cd,-1331.65139392,-1.63474112,0.14300000000000002,-1.2852,-1.4282,-63.0584
WSe2_Mo1W60Se123S2_85406d00-ed1d-4159-8eb8-02e2ff59bcc5,c796a28d-d3e1-4d7d-8b3a-5d3c81371069,-1313.59681061,-1.74521865,0.12090000000000001,-1.4223,-1.5432,-63.1438
WSe2_Mo3W60Se123S4_8b8b6b6d-4c99-4646-b256-b6bbaff3b29e,fc0d4ef5-fc75-4b68-9d2b-c09ee215e4c8,-1359.59889253,-1.60215159,0.19619999999999993,-1.207,-1.4032,-62.8874
WSe2_Mo3W58Se125_7325e723-e9ae-44fb-b6ab-65af06cc177f,4f2e89b4-74d5-494a-b030-16e11954f16e,-1307.73203795,-1.71616825,0.11650000000000005,-1.3591,-1.4756,-63.1081
WSe2_Mo1W61Se122S3_c97dbb83-e5cd-43d7-8c35-767ea06ee445,b62a50e4-82de-4b66-965b-d4119805b5cd,-1332.31420031,-1.66213117,0.13229999999999986,-1.2557,-1.388,-62.9081
WSe2_Mo3W61Se122S6_01063665-e9a9-4345-be45-691fe5bf4111,13b049f6-53ba-4cfb-97a3-f7e35e76b7ef,-1385.9840323,-1.42514874,1.8058,-0.2672,-2.073,-62.899
WSe2_Mo2W59Se124S1_2894b51c-20b2-402b-b4ce-8733e40dcd73,e0baf73b-df13-43c5-9305-8e6c5c1a5806,-1312.18329583,-1.72642466,0.050999999999999934,-1.4268,-1.4778,-62.9555
WSe2_Mo2W62Se121S2_6a1300cc-c8b7-46d1-93cd-f0959eb64aca,6c6bef5e-d609-4715-a6c2-550aafce4b49,-1352.55390298,-1.53947011,1.0612000000000001,-1.0565,-2.1177,-62.914
WSe2_Mo2W58Se125S2_96d2e15a-ef7b-4ebb-a6da-3e156fb91cfa,350cf5b3-9e85-4b14-821f-55054d9a27b6,-1304.66634799,-1.73004779,0.05910000000000015,-1.4242,-1.4833,-63.159
WSe2_Mo1W61Se117S5_072932ae-3309-4dce-ad0b-6125fd1fdabd,505b5e96-d0a0-4745-b21a-18c25696ebc1,-1316.35734402,-1.77271627,0.17620000000000013,-1.3719,-1.5481,-62.9914
WSe2_Mo1W61Se117S5_fb230ec1-f4a7-44ce-96d7-f88418cd748c,505b5e96-d0a0-4745-b21a-18c25696ebc1,-1318.24877845,-1.77477348,0.15969999999999995,-1.4226,-1.5823,-62.975
WSe2_Mo1W61Se117S5_54f0186a-fc15-45b9-a2bc-bd5052e69ee2,505b5e96-d0a0-4745-b21a-18c25696ebc1,-1319.17419005,-1.89358944,0.2996000000000001,-1.5504,-1.85,-63.0141
WSe2_Mo4W59Se119S8_74012c41-3051-4a0d-8a33-3cc7a5aeaef2,90632d10-8d35-43d3-ba84-bb801bb9aca3,-1362.5159554,-1.66121586,0.19189999999999996,-1.2692,-1.4611,-62.9298
WSe2_Mo3W59Se119S4_f7768380-cd4c-462b-a277-39e210c92229,ff10eb1b-8443-4745-924c-9fb62e8ef4e7,-1317.71638241,-1.74155548,0.12030000000000007,-1.3812,-1.5015,-62.9701
WSe2_Mo4W56Se122_fead385a-d625-4d8a-b89d-e838593364d3,b500b32c-f1bb-44dd-bdd9-ae063f4e4160,-1272.69922462,-1.77630607,0.0878000000000001,-1.4161,-1.5039,-63.1381
WSe2_Mo2W59Se119S6_9cba0fd4-288f-40f0-adc5-a4f82d5fae16,bfbc287d-cdf2-43d3-8a18-994b73b2ded1,-1315.47267477,-1.77849905,0.13080000000000003,-1.3816,-1.5124,-62.9998
WSe2_Mo4W58Se120S6_9a198dd7-f8db-4563-b808-30b6d2190c72,ff3fec3f-7446-4144-a693-5d6c5ac07e3a,-1336.15098957,-1.67378396,0.16910000000000003,-1.2325,-1.4016,-62.9579
WSe2_Mo3W58Se120S5_6cdef19d-c5c3-462d-8638-3da0a9450a89,ed3e8600-9be5-44a8-aa5f-effaec18a629,-1313.05873424,-1.75745027,0.07219999999999982,-1.4164,-1.4886,-63.1405
WSe2_W60Se118S5_a3ab2353-0baa-436e-801a-511f33bd3724,d6d5ba40-5e39-454e-9fce-c7bb82f59c00,-1289.75028907,-1.75357505,0.045299999999999896,-1.4713,-1.5166,-16.909
WSe2_Mo1W60Se118S6_fe2c8a4b-0e1d-4401-b95e-9af446d299a9,3e94c01b-bdf0-4068-a209-236e23185e3c,-1313.76277845,-1.79314443,0.10899999999999999,-1.4974,-1.6064,-63.0864
WSe2_Mo3W59Se119S4_63e1c9a7-4e21-48df-a190-56b09ec07a78,ff10eb1b-8443-4745-924c-9fb62e8ef4e7,-1317.24512701,-1.75800986,0.17209999999999992,-1.3482,-1.5203,-63.0525
WSe2_Mo3W59Se119S7_130eb856-d4c1-4b31-a848-21ec7fac1bf4,89f9a96c-ac1c-4285-8396-f4976002ee6b,-1338.15555946,-1.71082684,0.16700000000000004,-1.3203,-1.4873,-63.1296
WSe2_Mo3W57Se121S3_b47742d5-3abd-4a86-9b88-20a82e358027,2d42a321-c620-49f9-9967-c8d09cd168f3,-1293.65739723,-1.72374497,0.13870000000000005,-1.3645,-1.5032,-63.0096
WSe2_Mo2W61Se117S6_e7e215be-1e8b-4992-a59b-84d0cb1b9569,d3f8ebb2-cae1-49cf-b7d8-015a1f21d386,-1338.17410474,-1.77309556,0.26069999999999993,-1.2797,-1.5404,-62.9911
WSe2_Mo3W59Se119S5_a57ad0ba-480e-4c9e-a9d2-45a4bc6f53f9,0ee94c1a-58d8-4be3-9b49-8788cbec31b8,-1324.20006529,-1.76701416,0.09239999999999982,-1.4407,-1.5331,-63.0882
WSe2_Mo3W61Se117S8_362351ce-a10e-4187-b464-9254d02a75cf,bddacd43-1359-4655-85f2-e88d18b66345,-1369.30188243,-1.67547538,0.8710000000000002,-1.2425,-2.1135,-62.9222
WSe2_Mo1W59Se119S4_d5eddf8f-ef14-4733-816c-b2d1b503b428,acd3d4f5-4d3c-439d-b08d-19075e809bf5,-1286.07160353,-1.83536534,0.07629999999999981,-1.4872,-1.5635,-63.1302
WSe2_Mo4W59Se119S3_aec0a145-d3bb-4d90-b5c1-84c7480092b1,187dd223-edfd-40e4-b06f-6e601f1b67ed,-1326.83934763,-1.80937339,0.22019999999999995,-1.4124,-1.6326,-63.0074
WSe2_Mo3W58Se120S5_73d947d9-a140-44c6-a613-ae1298ff4c7e,ed3e8600-9be5-44a8-aa5f-effaec18a629,-1312.63554937,-1.70765817,0.15680000000000005,-1.3027,-1.4595,-63.1439
WSe2_Mo1W60Se118S4_cb5935b9-a040-4fde-9284-5096d385aba4,a04349b0-094e-466a-85d6-282e5d709b0a,-1298.40300729,-1.85514009,0.0706,-1.5279,-1.5985,-63.0299
WSe2_Mo2W61Se117S3_32399924-c8ea-4358-a5bb-a9338c08c45b,b0dedda2-8897-47c0-921b-fde83794a56c,-1318.72058991,-1.74311067,0.17500000000000004,-1.3793,-1.5543,-62.9966
WSe2_Mo3W61Se117S3_75ca2a08-885d-4ae6-a601-a158ec953d0d,f74c941b-1853-4ead-a210-6c4e9fb492a6,-1332.77747911,-1.67391523,0.9852000000000001,-1.1718,-2.157,-62.9699
WSe2_Mo1W60Se118S5_ded30270-d3b2-451a-8384-802dd40ffb43,6ce6fb4a-8d2e-49c2-b8f8-cb5e78c24ed9,-1305.72857287,-1.79512659,0.15659999999999985,-1.4591,-1.6157,-63.0605
WSe2_Mo3W60Se118S8_1a47d4cb-e010-462d-b112-01b1cf994bb4,a81d7b02-146d-4f19-b2c9-7af611b31556,-1357.40000442,-1.69223757,0.2186999999999999,-1.2719,-1.4906,-62.9753
WSe2_Mo2W59Se119S2_f08fec9e-a06f-42ad-bf7c-7fec339fd06d,50cd6f19-7145-4499-a1c7-e1f489bfb87c,-1288.53599725,-1.78924454,0.09889999999999999,-1.4354,-1.5343,-63.0314
WSe2_Mo3W57Se121S4_98e8c05b-96c0-4e1d-a5f1-7f4291e7b8bc,d646fd71-89ce-466f-835d-8d2551295347,-1298.68135639,-1.79747938,0.10789999999999988,-1.471,-1.5789,-63.2001
WSe2_Mo3W60Se118S4_5a3b71f0-c3a7-4ec3-8cc5-d655652b85c7,2233a67c-3233-4bbd-8a5b-8d5bd9a9e4b0,-1330.53662915,-1.69275432,0.2994999999999999,-1.231,-1.5305,-63.0248
WSe2_Mo2W60Se118S6_84f3ffd0-2bc8-4670-8c34-9ccbdc28992b,134a7e32-0e20-4e07-8e0f-8cdd7920ff23,-1326.31885351,-1.71667882,0.15629999999999988,-1.336,-1.4923,-62.9661
WSe2_Mo1W60Se118S5_339f8b70-f549-47a8-b121-b38b21716365,6ce6fb4a-8d2e-49c2-b8f8-cb5e78c24ed9,-1305.56121608,-1.82133308,0.18130000000000002,-1.4349,-1.6162,-63.0413
WSe2_Mo3W57Se121S4_435a6aca-156d-4de8-9df5-89c5ea09332a,d646fd71-89ce-466f-835d-8d2551295347,-1297.04296562,-1.75602161,0.0939000000000001,-1.3998,-1.4937,-63.1111
WSe2_Mo1W63Se115S8_7acd7884-31d5-4acc-98f7-c7a5f4819b1d,7c3e74e3-8e9a-40c7-843b-3cae777a89f2,-1360.12593606,-1.57287831,1.1429999999999998,-1.0013,-2.1443,-62.9526
WSe2_Mo4W58Se120S5_77c00745-8534-48a8-b9b3-efd5c0dc15d6,42246cbe-451f-4c04-b530-03ee586f016b,-1330.87103453,-1.71688298,0.13219999999999987,-1.3827,-1.5149,-62.9608
WSe2_Mo2W59Se119S3_7fa40fd3-aa1b-440c-8d0a-d24ae011dc10,4f8dd81b-dee4-4a8d-bbd4-129638dda813,-1298.60693954,-1.77478088,0.12949999999999995,-1.3934,-1.5229,-62.9936
WSe2_Mo1W62Se116S7_10d28ef7-e56f-4dbb-9398-1d699bbb8e22,df3ab27e-d2b2-492a-973a-e2a60fe58412,-1341.09041415,-1.74155948,0.2057,-1.2884,-1.4941,-63.0048
WSe2_Mo4W59Se119S4_254c2eae-9dfe-45a1-8102-da78a8243086,899e4246-8deb-4415-a956-74aa2b60b303,-1333.09393234,-1.72475583,0.1857000000000002,-1.3034,-1.4891,-63.1043
WSe2_W60Se118S5_e30bffb0-3771-4e95-8c51-9fdf5a3136dd,d6d5ba40-5e39-454e-9fce-c7bb82f59c00,-1289.52541788,-1.79719823,0.05709999999999993,-1.4934,-1.5505,-16.6772
WSe2_Mo3W58Se120S4_6505fa67-38ce-4c2e-be82-d25656863ec9,305f137a-0c26-4eb7-a2ca-53f12fc8288e,-1308.00853497,-1.74434916,0.16379999999999995,-1.3903,-1.5541,-63.0531
WSe2_Mo1W62Se116S6_d0b91de7-2765-4d0d-9e20-eec239424cb1,307ce1a7-5064-446a-a50a-059785aab940,-1333.74127071,-1.77213577,0.17009999999999992,-1.4772,-1.6473,-62.9729
WSe2_Mo1W59Se119S2_6baec866-2333-449c-a92a-02eaf2ecf3e1,2a941c0f-1594-44dd-b0ee-6fdfc5a9eab2,-1274.10736413,-1.91518588,0.07889999999999997,-1.6269,-1.7058,-63.0969
WSe2_Mo2W61Se117S4_1c5af63e-53bf-4422-bffa-68cde5604e69,9cb59daa-96a5-4b51-8ed9-a8b529313b28,-1324.64388028,-1.75383593,0.14060000000000006,-1.373,-1.5136,-63.0066
WSe2_Mo1W60Se118S6_e5ed6697-e89d-4e59-b72e-b1868fcd4740,3e94c01b-bdf0-4068-a209-236e23185e3c,-1310.5337326,-1.7954629,0.07499999999999996,-1.4804,-1.5554,-63.0448
WSe2_Mo4W57Se121S3_88264509-d9ab-4c79-93bc-9126d257e715,ea36fc31-3ca3-45ff-b68a-cc3a66a2e0f1,-1302.26893032,-1.78563505,0.14280000000000004,-1.3711,-1.5139,-63.0337
WSe2_Mo2W60Se118S3_18286704-6bb7-4a06-b30c-95737090a2d3,f8b2fcf2-e02e-4546-869d-2d4d1927d2a1,-1307.50101217,-1.73712092,0.05989999999999984,-1.4427,-1.5026,-63.1229
WSe2_Mo3W59Se119S3_8ad0bded-7bb7-467f-987a-c00cb4f232f1,22d0a11f-ca29-4ead-a4c2-929671ac2a62,-1311.7266396,-1.77521998,0.08109999999999995,-1.4902,-1.5713,-63.1059
WSe2_Mo3W61Se117S6_ec52c755-6a98-4ed8-9f60-8f08b62c00c8,b9268057-16b1-4943-8e8b-99dec86ef35a,-1354.66957575,-1.70888866,0.8340000000000003,-1.2932,-2.1272,-62.9467
WSe2_Mo2W59Se119S3_a55a7344-2702-4d7a-bb9d-13cdb5242fa2,4f8dd81b-dee4-4a8d-bbd4-129638dda813,-1294.75715469,-1.81572517,0.05449999999999999,-1.5098,-1.5643,-63.0483
WSe2_Mo4W57Se121S4_4b363b24-a4bf-4d08-afac-e26d2e0d6a8d,c37c45ec-21fc-4171-8fa5-c66c93514e92,-1310.9490928,-1.72511275,0.15159999999999996,-1.3343,-1.4859,-63.1172
WSe2_Mo2W60Se118S6_4e9cccbe-5b6f-451d-b078-db97d2611c70,134a7e32-0e20-4e07-8e0f-8cdd7920ff23,-1330.56076619,-1.78206905,0.31499999999999995,-1.4487,-1.7637,-62.9762
WSe2_Mo1W62Se116S4_ad834ee2-37a8-4d68-a504-253185310414,b074bdc0-0371-4373-a315-8cb0514bd5ba,-1321.29186682,-1.75144991,0.17009999999999992,-1.3225,-1.4926,-62.9056
