_id,descriptor_id,energy,fermi_level,homo_lumo_gap,lumo,homo,E_1,formation_energy,formation_energy_per_site,energy_per_atom,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,E_1_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,E_1_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,E_1_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,E_1_min,total_mag
MoS2_Mo61W3Se2S122_2d6b7b03-3682-4103-bdee-63a6b53ab908,15ca6107-94da-454f-8ee1-75184b0694a4,-1374.76262144,-1.55036624,0.8101,-1.1453,-1.9554,-63.0085,11.798678560000099,1.3109642844444553,-7.312567135319148,0.17510000000000048,0.985199999999999,0.8101,-1.9554,-1.1453,0.17510000000000048,0.985199999999999,-63.0085,0.8101,-1.9554,-1.1453,0.17510000000000048,0.985199999999999,-63.0085,0.8101,-1.9554,-1.1453,0.17510000000000048,0.985199999999999,-63.0085,0.8101,-1.9554,-1.1453,0.17510000000000048,0.985199999999999,-63.0085,0.0
MoS2_Mo61W2Se3S122_533da989-22aa-4894-b436-6d9cb6b26581,f41bb76e-444c-4665-85d3-35cff96a29f2,-1361.13563707,-1.74706093,0.1375999999999999,-1.4045,-1.5421,-63.1753,15.90406293000001,1.7671181033333343,-7.240083175904256,0.7552000000000021,0.8928000000000011,0.1375999999999999,-1.5421,-1.4045,0.7552000000000021,0.8928000000000011,-63.1753,0.1375999999999999,-1.5421,-1.4045,0.7552000000000021,0.8928000000000011,-63.1753,0.1375999999999999,-1.5421,-1.4045,0.7552000000000021,0.8928000000000011,-63.1753,0.1375999999999999,-1.5421,-1.4045,0.7552000000000021,0.8928000000000011,-63.1753,0.0
MoS2_Mo62W2Se3S121_4bbcc0fb-a738-4ddd-90f8-c9f4d68d894e,97c192bb-f819-4c2c-835e-a73414957d05,-1371.7984815,-1.62105784,0.6461999999999999,-1.298,-1.9442,-62.9896,12.047418500000049,1.3386020555555609,-7.296800433510638,0.16740000000000066,0.813600000000001,0.6461999999999999,-1.9442,-1.298,0.16740000000000066,0.813600000000001,-62.9896,0.6461999999999999,-1.9442,-1.298,0.16740000000000066,0.813600000000001,-62.9896,0.6461999999999999,-1.9442,-1.298,0.16740000000000066,0.813600000000001,-62.9896,0.6461999999999999,-1.9442,-1.298,0.16740000000000066,0.813600000000001,-62.9896,0.0
MoS2_Mo61W2Se4S122_af1bd5a6-8322-4b02-8e4c-8f16ab8adc87,51617423-cec3-4d04-9a4e-33b0bb346b0a,-1366.93491056,-1.69020104,0.1625000000000001,-1.3215,-1.484,-63.1377,13.593789440000137,1.510421048888904,-7.232459844232804,0.7757000000000005,0.9382000000000019,0.1625000000000001,-1.484,-1.3215,0.7757000000000005,0.9382000000000019,-63.1377,0.1625000000000001,-1.484,-1.3215,0.7757000000000005,0.9382000000000019,-63.1377,0.1625000000000001,-1.484,-1.3215,0.7757000000000005,0.9382000000000019,-63.1377,0.1625000000000001,-1.484,-1.3215,0.7757000000000005,0.9382000000000019,-63.1377,0.0
MoS2_Mo63Se3S120_a2540d08-bcb9-4d33-b50a-1146a591a5a5,cff49db6-0d14-437a-8572-5f9be378cddb,-1343.31957871,-1.718187,0.3286,-1.1653,-1.4939,-63.161,21.311321290000024,2.3679245877777806,-7.222148272634409,0.7891000000000048,1.1176999999999992,0.3286,-1.4939,-1.1653,0.7891000000000048,1.1176999999999992,-63.161,0.3286,-1.4939,-1.1653,0.7891000000000048,1.1176999999999992,-63.161,0.3286,-1.4939,-1.1653,0.7891000000000048,1.1176999999999992,-63.161,0.3286,-1.4939,-1.1653,0.7891000000000048,1.1176999999999992,-63.161,0.0
MoS2_Mo58W2Se1S125_4fa736f1-ced1-4992-8ef9-1776bd844324,f6814d54-c063-42ca-a5d7-c362d6bb0b44,-1319.93575638,-1.75200101,0.0775999999999998,-1.4103,-1.4879,-63.3408,29.707343620000074,3.300815957777786,-7.096428797741935,0.9748999999999981,1.052500000000002,0.0775999999999998,-1.4879,-1.4103,0.9748999999999981,1.052500000000002,-63.3408,0.0775999999999998,-1.4879,-1.4103,0.9748999999999981,1.052500000000002,-63.3408,0.0775999999999998,-1.4879,-1.4103,0.9748999999999981,1.052500000000002,-63.3408,0.0775999999999998,-1.4879,-1.4103,0.9748999999999981,1.052500000000002,-63.3408,0.0
MoS2_Mo59W3Se2S124_968cad5b-ed19-4da7-a9ce-7b819a739426,6a23aa16-4f61-4b35-bf27-738ab4794253,-1352.7982022,-1.73011417,0.1500999999999999,-1.3503,-1.5004,-63.1918,20.15069779999999,2.238966422222221,-7.195735118085107,0.8134000000000015,0.9635000000000034,0.1500999999999999,-1.5004,-1.3503,0.8134000000000015,0.9635000000000034,-63.1918,0.1500999999999999,-1.5004,-1.3503,0.8134000000000015,0.9635000000000034,-63.1918,0.1500999999999999,-1.5004,-1.3503,0.8134000000000015,0.9635000000000034,-63.1918,0.1500999999999999,-1.5004,-1.3503,0.8134000000000015,0.9635000000000034,-63.1918,0.0
MoS2_Mo60W1Se2S123_706ab84b-9406-4a94-b64f-7b61a31981db,4c269782-16aa-4c28-a78c-91a24a596d02,-1326.90487168,-1.74758676,0.3044,-1.189,-1.4934,-63.2604,26.829028319999907,2.9810031466666564,-7.133897159569893,0.8889999999999958,1.193399999999997,0.3044,-1.4934,-1.189,0.8889999999999958,1.193399999999997,-63.2604,0.3044,-1.4934,-1.189,0.8889999999999958,1.193399999999997,-63.2604,0.3044,-1.4934,-1.189,0.8889999999999958,1.193399999999997,-63.2604,0.3044,-1.4934,-1.189,0.8889999999999958,1.193399999999997,-63.2604,0.0
MoS2_Mo62W1Se4S121_9146a379-08fa-4e05-a271-1c98aa6d0a67,10ce139e-c6c3-44b5-be3e-409273b02e3d,-1357.73319517,-1.69102018,0.3596999999999999,-1.11,-1.4697,-63.1447,16.59110482999995,1.8434560922222165,-7.22198508069149,0.796999999999997,1.1567000000000007,0.3596999999999999,-1.4697,-1.11,0.796999999999997,1.1567000000000007,-63.1447,0.3596999999999999,-1.4697,-1.11,0.796999999999997,1.1567000000000007,-63.1447,0.3596999999999999,-1.4697,-1.11,0.796999999999997,1.1567000000000007,-63.1447,0.3596999999999999,-1.4697,-1.11,0.796999999999997,1.1567000000000007,-63.1447,0.0
MoS2_Mo62W2Se5S121_7bab15e4-b8bf-4540-bf0a-28b6f4dcf874,ec9951fa-473f-4263-b813-f239004aae96,-1383.49614465,-1.43848052,1.1018,-0.8957,-1.9975,-62.9419,7.327755350000189,0.8141950388889099,-7.281558656052631,0.06639999999999446,1.1681999999999988,1.1018,-1.9975,-0.8957,0.06639999999999446,1.1681999999999988,-62.9419,1.1018,-1.9975,-0.8957,0.06639999999999446,1.1681999999999988,-62.9419,1.1018,-1.9975,-0.8957,0.06639999999999446,1.1681999999999988,-62.9419,1.1018,-1.9975,-0.8957,0.06639999999999446,1.1681999999999988,-62.9419,0.0
MoS2_Mo61W1Se4S122_f27acdab-5387-467a-aebd-6a02170dd751,837f59dd-f212-407f-bbae-f8d907654afc,-1346.806892,-1.67807061,0.2696,-1.155,-1.4246,-63.15,20.711207999999942,2.301245333333327,-7.163866446808511,0.8474000000000004,1.1169999999999973,0.2696,-1.4246,-1.155,0.8474000000000004,1.1169999999999973,-63.15,0.2696,-1.4246,-1.155,0.8474000000000004,1.1169999999999973,-63.15,0.2696,-1.4246,-1.155,0.8474000000000004,1.1169999999999973,-63.15,0.2696,-1.4246,-1.155,0.8474000000000004,1.1169999999999973,-63.15,0.0
MoS2_Mo61W3Se3S122_0a438476-c874-40e0-854a-fb3fd915f860,f664ba49-ad68-4bbd-8f9e-629197b21b61,-1380.59654493,-1.50408379,0.9442000000000002,-1.0391,-1.9833,-62.9805,9.45375507000017,1.050417230000019,-7.304743623968253,0.1191999999999993,1.0634000000000015,0.9442000000000002,-1.9833,-1.0391,0.1191999999999993,1.0634000000000015,-62.9805,0.9442000000000002,-1.9833,-1.0391,0.1191999999999993,1.0634000000000015,-62.9805,0.9442000000000002,-1.9833,-1.0391,0.1191999999999993,1.0634000000000015,-62.9805,0.9442000000000002,-1.9833,-1.0391,0.1191999999999993,1.0634000000000015,-62.9805,0.0
MoS2_Mo62W1Se4S121_32d04fec-1fe6-41f0-aba2-1747cc5c6813,10ce139e-c6c3-44b5-be3e-409273b02e3d,-1357.84950027,-1.69002355,0.3804999999999998,-1.09,-1.4705,-63.1292,16.474799730000086,1.8305333033333429,-7.222603724840425,0.780699999999996,1.1611999999999938,0.3804999999999998,-1.4705,-1.09,0.780699999999996,1.1611999999999938,-63.1292,0.3804999999999998,-1.4705,-1.09,0.780699999999996,1.1611999999999938,-63.1292,0.3804999999999998,-1.4705,-1.09,0.780699999999996,1.1611999999999938,-63.1292,0.3804999999999998,-1.4705,-1.09,0.780699999999996,1.1611999999999938,-63.1292,0.0
MoS2_Mo59W2Se2S124_6ee63b7c-0cb2-4cdc-a6d6-544c0c19b046,d40f1961-47de-4efd-be40-ed9fe2f3341f,-1335.99165153,-1.80964041,0.2742,-1.3915,-1.6657,-63.3694,23.946648470000127,2.660738718888903,-7.144340382513368,0.8256999999999977,1.099899999999998,0.2742,-1.6657,-1.3915,0.8256999999999977,1.099899999999998,-63.3694,0.2742,-1.6657,-1.3915,0.8256999999999977,1.099899999999998,-63.3694,0.2742,-1.6657,-1.3915,0.8256999999999977,1.099899999999998,-63.3694,0.2742,-1.6657,-1.3915,0.8256999999999977,1.099899999999998,-63.3694,0.0
MoS2_Mo63Se3S120_b910e4d7-2dce-4a53-9ffd-4f238cf4687b,cff49db6-0d14-437a-8572-5f9be378cddb,-1343.7742313,-1.72611293,0.1382999999999998,-1.3782,-1.5165,-63.1852,20.8566687,2.3174076333333335,-7.22459264139785,0.7907000000000011,0.929000000000002,0.1382999999999998,-1.5165,-1.3782,0.7907000000000011,0.929000000000002,-63.1852,0.1382999999999998,-1.5165,-1.3782,0.7907000000000011,0.929000000000002,-63.1852,0.1382999999999998,-1.5165,-1.3782,0.7907000000000011,0.929000000000002,-63.1852,0.1382999999999998,-1.5165,-1.3782,0.7907000000000011,0.929000000000002,-63.1852,0.0
MoS2_Mo61W1Se4S122_8b843a57-333f-4a37-8412-5466255ce41f,837f59dd-f212-407f-bbae-f8d907654afc,-1349.54361983,-1.69107883,0.0231000000000001,-1.4075,-1.4306,-63.2109,17.974480170000106,1.9971644633333452,-7.178423509734042,0.9023000000000039,0.9254000000000033,0.0231000000000001,-1.4306,-1.4075,0.9023000000000039,0.9254000000000033,-63.2109,0.0231000000000001,-1.4306,-1.4075,0.9023000000000039,0.9254000000000033,-63.2109,0.0231000000000001,-1.4306,-1.4075,0.9023000000000039,0.9254000000000033,-63.2109,0.0231000000000001,-1.4306,-1.4075,0.9023000000000039,0.9254000000000033,-63.2109,0.0
MoS2_Mo62Se4S121_88243afc-0d12-4841-9bb3-9cfb0128dbf1,94500918-0a36-4483-91ea-1f1ff50cc05c,-1338.31043593,-1.81467816,0.1296000000000001,-1.4503,-1.5799,-63.2518,23.003264069999886,2.555918229999987,-7.1567402990909095,0.7939000000000007,0.9235000000000042,0.1296000000000001,-1.5799,-1.4503,0.7939000000000007,0.9235000000000042,-63.2518,0.1296000000000001,-1.5799,-1.4503,0.7939000000000007,0.9235000000000042,-63.2518,0.1296000000000001,-1.5799,-1.4503,0.7939000000000007,0.9235000000000042,-63.2518,0.1296000000000001,-1.5799,-1.4503,0.7939000000000007,0.9235000000000042,-63.2518,0.0
MoS2_Mo61Se3S122_84d4ca49-b1bc-4e57-8a41-efd46e902a16,a4ebdb73-7d13-4a33-bdae-875113be604e,-1322.06995249,-1.80826608,0.058,-1.5067,-1.5647,-63.3065,28.948547510000026,3.2165052788888917,-7.107902970376345,0.8637999999999977,0.9217999999999975,0.058,-1.5647,-1.5067,0.8637999999999977,0.9217999999999975,-63.3065,0.058,-1.5647,-1.5067,0.8637999999999977,0.9217999999999975,-63.3065,0.058,-1.5647,-1.5067,0.8637999999999977,0.9217999999999975,-63.3065,0.058,-1.5647,-1.5067,0.8637999999999977,0.9217999999999975,-63.3065,0.0
MoS2_Mo61Se4S122_faea3e19-9ee1-4014-b6bb-3892fa59ed89,97c051d2-b693-4dbf-a0df-539b20ba55da,-1327.88249676,-1.7212992,0.2587000000000001,-1.2041,-1.4628,-63.4326,26.62500323999984,2.9583336933333158,-7.100975918502674,1.0917999999999992,1.3505000000000038,0.2587000000000001,-1.4628,-1.2041,1.0917999999999992,1.3505000000000038,-63.4326,0.2587000000000001,-1.4628,-1.2041,1.0917999999999992,1.3505000000000038,-63.4326,0.2587000000000001,-1.4628,-1.2041,1.0917999999999992,1.3505000000000038,-63.4326,0.2587000000000001,-1.4628,-1.2041,1.0917999999999992,1.3505000000000038,-63.4326,0.0
MoS2_Mo61W1Se4S122_b62dec3d-225d-4dd2-8ee8-8f48e30c6a99,837f59dd-f212-407f-bbae-f8d907654afc,-1346.72226774,-1.737058,0.2957000000000001,-1.1964,-1.4921,-63.1594,20.795832259999997,2.3106480288888886,-7.163416317765957,0.7892999999999972,1.0850000000000009,0.2957000000000001,-1.4921,-1.1964,0.7892999999999972,1.0850000000000009,-63.1594,0.2957000000000001,-1.4921,-1.1964,0.7892999999999972,1.0850000000000009,-63.1594,0.2957000000000001,-1.4921,-1.1964,0.7892999999999972,1.0850000000000009,-63.1594,0.2957000000000001,-1.4921,-1.1964,0.7892999999999972,1.0850000000000009,-63.1594,0.0
MoS2_Mo62W1Se4S121_2b6e9e54-b663-412f-b144-00d6dd523234,10ce139e-c6c3-44b5-be3e-409273b02e3d,-1357.87592183,-1.67731354,0.3291999999999999,-1.122,-1.4512,-63.1236,16.44837817000007,1.8275975744444521,-7.2227442650531914,0.7944000000000031,1.1236000000000033,0.3291999999999999,-1.4512,-1.122,0.7944000000000031,1.1236000000000033,-63.1236,0.3291999999999999,-1.4512,-1.122,0.7944000000000031,1.1236000000000033,-63.1236,0.3291999999999999,-1.4512,-1.122,0.7944000000000031,1.1236000000000033,-63.1236,0.3291999999999999,-1.4512,-1.122,0.7944000000000031,1.1236000000000033,-63.1236,0.0
MoS2_Mo59W2Se3S124_a0dd76f0-7243-49c3-aecc-aac9d38443f7,ae8941d4-6026-47dc-a070-a2efb54296b4,-1338.18190779,-1.77599009,0.2729999999999999,-1.2397,-1.5127,-63.2004,25.24539221000009,2.805043578888899,-7.117988871223404,0.8096999999999994,1.0827000000000027,0.2729999999999999,-1.5127,-1.2397,0.8096999999999994,1.0827000000000027,-63.2004,0.2729999999999999,-1.5127,-1.2397,0.8096999999999994,1.0827000000000027,-63.2004,0.2729999999999999,-1.5127,-1.2397,0.8096999999999994,1.0827000000000027,-63.2004,0.2729999999999999,-1.5127,-1.2397,0.8096999999999994,1.0827000000000027,-63.2004,0.0
MoS2_Mo62Se4S121_fc1d4d74-f30e-42e8-9bc2-be1aff05b976,94500918-0a36-4483-91ea-1f1ff50cc05c,-1338.60392545,-1.71238641,0.2602,-1.2825,-1.5427,-63.4613,22.70977455000002,2.5233082833333356,-7.158309761764706,1.0405999999999977,1.3008000000000024,0.2602,-1.5427,-1.2825,1.0405999999999977,1.3008000000000024,-63.4613,0.2602,-1.5427,-1.2825,1.0405999999999977,1.3008000000000024,-63.4613,0.2602,-1.5427,-1.2825,1.0405999999999977,1.3008000000000024,-63.4613,0.2602,-1.5427,-1.2825,1.0405999999999977,1.3008000000000024,-63.4613,0.0
MoS2_Mo62W1Se6S121_e360a7b3-46cc-4c8f-a608-306b77735261,27522474-24fb-4602-be15-9e487acf39dc,-1369.74217788,-1.5981424,0.2481999999999999,-1.1267,-1.3749,-63.075,11.56012211999996,1.284458013333329,-7.209169357263159,0.822100000000006,1.0703000000000031,0.2481999999999999,-1.3749,-1.1267,0.822100000000006,1.0703000000000031,-63.075,0.2481999999999999,-1.3749,-1.1267,0.822100000000006,1.0703000000000031,-63.075,0.2481999999999999,-1.3749,-1.1267,0.822100000000006,1.0703000000000031,-63.075,0.2481999999999999,-1.3749,-1.1267,0.822100000000006,1.0703000000000031,-63.075,0.0
MoS2_Mo61W2Se5S122_a677a08f-3178-4e18-9c1f-b794305baade,828ffddb-e7a1-4c1a-95f4-1d966914baeb,-1372.31398493,-1.65924586,0.3188,-1.0907,-1.4095,-63.0881,11.703715070000044,1.3004127855555605,-7.2227051838421055,0.8005999999999958,1.1193999999999988,0.3188,-1.4095,-1.0907,0.8005999999999958,1.1193999999999988,-63.0881,0.3188,-1.4095,-1.0907,0.8005999999999958,1.1193999999999988,-63.0881,0.3188,-1.4095,-1.0907,0.8005999999999958,1.1193999999999988,-63.0881,0.3188,-1.4095,-1.0907,0.8005999999999958,1.1193999999999988,-63.0881,0.0
MoS2_Mo61W2Se6S122_265a3612-c25e-4832-85fe-bed15bc349c9,5b63b0a7-6282-438c-807e-921220ea5936,-1378.13914069,-1.62658615,0.3430999999999999,-1.0596,-1.4027,-63.068,9.36755931000016,1.0408399233333512,-7.215388171151832,0.7872999999999948,1.1303999999999945,0.3430999999999999,-1.4027,-1.0596,0.7872999999999948,1.1303999999999945,-63.068,0.3430999999999999,-1.4027,-1.0596,0.7872999999999948,1.1303999999999945,-63.068,0.3430999999999999,-1.4027,-1.0596,0.7872999999999948,1.1303999999999945,-63.068,0.3430999999999999,-1.4027,-1.0596,0.7872999999999948,1.1303999999999945,-63.068,0.0
MoS2_Mo62W1Se4S121_0993d21a-1eef-4064-ac5a-3d64540b7ee0,10ce139e-c6c3-44b5-be3e-409273b02e3d,-1357.81014635,-1.68115693,0.3927,-1.0803,-1.473,-63.1338,16.514153650000026,1.834905961111114,-7.222394395478723,0.7828000000000017,1.1754999999999995,0.3927,-1.473,-1.0803,0.7828000000000017,1.1754999999999995,-63.1338,0.3927,-1.473,-1.0803,0.7828000000000017,1.1754999999999995,-63.1338,0.3927,-1.473,-1.0803,0.7828000000000017,1.1754999999999995,-63.1338,0.3927,-1.473,-1.0803,0.7828000000000017,1.1754999999999995,-63.1338,0.0
MoS2_Mo60W2Se1S123_6b019469-0370-40e3-a1f3-54a51a0b8438,235a0518-75d3-4438-aa1b-d36e7f96e1cc,-1339.78836856,-1.72147446,0.1359000000000001,-1.3496,-1.4855,-63.2166,23.467131440000003,2.6074590488888894,-7.203163271827957,0.8530999999999977,0.9889999999999972,0.1359000000000001,-1.4855,-1.3496,0.8530999999999977,0.9889999999999972,-63.2166,0.1359000000000001,-1.4855,-1.3496,0.8530999999999977,0.9889999999999972,-63.2166,0.1359000000000001,-1.4855,-1.3496,0.8530999999999977,0.9889999999999972,-63.2166,0.1359000000000001,-1.4855,-1.3496,0.8530999999999977,0.9889999999999972,-63.2166,0.0
MoS2_Mo62W2Se6S121_ee0cfbee-528a-4da6-98f2-0862566ddb99,4f59f49e-e9a4-47d2-9dbe-edf6cc9f0072,-1389.44772279,-1.53506265,1.1611,-0.8343,-1.9954,-62.9133,4.8651772100001835,0.5405752455555759,-7.274595407277487,0.03990000000000293,1.2010000000000005,1.1611,-1.9954,-0.8343,0.03990000000000293,1.2010000000000005,-62.9133,1.1611,-1.9954,-0.8343,0.03990000000000293,1.2010000000000005,-62.9133,1.1611,-1.9954,-0.8343,0.03990000000000293,1.2010000000000005,-62.9133,1.1611,-1.9954,-0.8343,0.03990000000000293,1.2010000000000005,-62.9133,0.0
MoS2_Mo62W2Se4S121_8822d427-291c-44a9-96aa-0d5cb90248cc,b6ebfaaa-bf8b-48e6-a3ce-87fcf999c787,-1377.72119885,-1.46793596,0.9462,-1.0054,-1.9516,-62.9748,9.613701149999997,1.0681890166666663,-7.289530152645503,0.14520000000000266,1.0914000000000001,0.9462,-1.9516,-1.0054,0.14520000000000266,1.0914000000000001,-62.9748,0.9462,-1.9516,-1.0054,0.14520000000000266,1.0914000000000001,-62.9748,0.9462,-1.9516,-1.0054,0.14520000000000266,1.0914000000000001,-62.9748,0.9462,-1.9516,-1.0054,0.14520000000000266,1.0914000000000001,-62.9748,0.0
MoS2_Mo62W1Se4S121_4300349b-5c7a-476a-b193-82526b81d36a,10ce139e-c6c3-44b5-be3e-409273b02e3d,-1360.03587487,-1.62201946,0.4877999999999999,-0.9183,-1.4061,-63.078,14.28842512999995,1.5876027922222167,-7.234233376968086,0.7939000000000007,1.2817000000000007,0.4877999999999999,-1.4061,-0.9183,0.7939000000000007,1.2817000000000007,-63.078,0.4877999999999999,-1.4061,-0.9183,0.7939000000000007,1.2817000000000007,-63.078,0.4877999999999999,-1.4061,-0.9183,0.7939000000000007,1.2817000000000007,-63.078,0.4877999999999999,-1.4061,-0.9183,0.7939000000000007,1.2817000000000007,-63.078,0.0
MoS2_Mo61W1Se3S122_20e1b6c7-ea7d-47fb-9362-52a8a8e19c42,ef9309b3-369a-422e-999d-eb40bb707767,-1341.31897586,-1.74332137,0.0715999999999998,-1.4675,-1.5391,-63.1923,22.71012414000006,2.5233471266666734,-7.172828747914438,0.7752000000000052,0.8468000000000018,0.0715999999999998,-1.5391,-1.4675,0.7752000000000052,0.8468000000000018,-63.1923,0.0715999999999998,-1.5391,-1.4675,0.7752000000000052,0.8468000000000018,-63.1923,0.0715999999999998,-1.5391,-1.4675,0.7752000000000052,0.8468000000000018,-63.1923,0.0715999999999998,-1.5391,-1.4675,0.7752000000000052,0.8468000000000018,-63.1923,0.0
MoS2_Mo61W2Se2S122_3f2d4e36-3850-46d1-b84c-3ff86a304a1d,5e098536-5366-4de7-ade3-cffe9b9a95f8,-1355.87113006,-1.69110494,0.0863,-1.3406,-1.4269,-63.2157,17.679569939999965,1.964396659999996,-7.250647754331551,0.9107999999999947,0.9970999999999961,0.0863,-1.4269,-1.3406,0.9107999999999947,0.9970999999999961,-63.2157,0.0863,-1.4269,-1.3406,0.9107999999999947,0.9970999999999961,-63.2157,0.0863,-1.4269,-1.3406,0.9107999999999947,0.9970999999999961,-63.2157,0.0863,-1.4269,-1.3406,0.9107999999999947,0.9970999999999961,-63.2157,0.0
MoS2_Mo59W2Se1S124_5fb7e335-9d0b-42ff-b3ca-b39ddfc590ba,5017139c-c070-43f6-8d1f-5f25ca52439d,-1327.55203859,-1.8032997,0.0628999999999999,-1.4921,-1.555,-63.2922,28.897261410000056,3.2108068233333396,-7.137376551559139,0.8592000000000013,0.9221000000000004,0.0628999999999999,-1.555,-1.4921,0.8592000000000013,0.9221000000000004,-63.2922,0.0628999999999999,-1.555,-1.4921,0.8592000000000013,0.9221000000000004,-63.2922,0.0628999999999999,-1.555,-1.4921,0.8592000000000013,0.9221000000000004,-63.2922,0.0628999999999999,-1.555,-1.4921,0.8592000000000013,0.9221000000000004,-63.2922,0.0
MoS2_Mo60W1Se2S123_922211da-898e-4576-b4f6-b2d9cb78234c,4c269782-16aa-4c28-a78c-91a24a596d02,-1327.06466293,-1.79810894,0.0897000000000001,-1.4541,-1.5438,-63.2589,26.66923707000001,2.9632485633333343,-7.134756252311828,0.8370999999999995,0.9268000000000001,0.0897000000000001,-1.5438,-1.4541,0.8370999999999995,0.9268000000000001,-63.2589,0.0897000000000001,-1.5438,-1.4541,0.8370999999999995,0.9268000000000001,-63.2589,0.0897000000000001,-1.5438,-1.4541,0.8370999999999995,0.9268000000000001,-63.2589,0.0897000000000001,-1.5438,-1.4541,0.8370999999999995,0.9268000000000001,-63.2589,0.0
MoS2_Mo59W4Se2S124_d11b9747-381d-40be-998a-8212671ca97c,b4ba04db-a766-4924-b92c-39dc316c2180,-1372.12455756,-1.70646109,0.3350999999999999,-1.1316,-1.4667,-63.1465,13.83494243999985,1.53721582666665,-7.259918293968254,0.8018000000000001,1.1369000000000042,0.3350999999999999,-1.4667,-1.1316,0.8018000000000001,1.1369000000000042,-63.1465,0.3350999999999999,-1.4667,-1.1316,0.8018000000000001,1.1369000000000042,-63.1465,0.3350999999999999,-1.4667,-1.1316,0.8018000000000001,1.1369000000000042,-63.1465,0.3350999999999999,-1.4667,-1.1316,0.8018000000000001,1.1369000000000042,-63.1465,0.0
MoS2_Mo60W3Se2S123_298bfb69-9c1f-433c-aa84-14b81e5faaca,b22a2bdf-8a2b-4fce-b208-8bf48b724956,-1363.51456249,-1.70806355,0.3461999999999998,-1.1262,-1.4724,-63.1519,16.240537510000195,1.8045041677777993,-7.252737034521276,0.8014999999999972,1.1477000000000004,0.3461999999999998,-1.4724,-1.1262,0.8014999999999972,1.1477000000000004,-63.1519,0.3461999999999998,-1.4724,-1.1262,0.8014999999999972,1.1477000000000004,-63.1519,0.3461999999999998,-1.4724,-1.1262,0.8014999999999972,1.1477000000000004,-63.1519,0.3461999999999998,-1.4724,-1.1262,0.8014999999999972,1.1477000000000004,-63.1519,0.0
MoS2_Mo62W1Se2S121_3142b091-0c54-46c4-bbf7-4388ca40fbf4,351ded6c-4732-4aca-b917-2d7cd6aa0ae7,-1346.25657877,-1.73766152,0.3783000000000001,-1.138,-1.5163,-63.1784,21.089721229999896,2.3433023588888773,-7.237938595537635,0.7841000000000022,1.1624000000000052,0.3783000000000001,-1.5163,-1.138,0.7841000000000022,1.1624000000000052,-63.1784,0.3783000000000001,-1.5163,-1.138,0.7841000000000022,1.1624000000000052,-63.1784,0.3783000000000001,-1.5163,-1.138,0.7841000000000022,1.1624000000000052,-63.1784,0.3783000000000001,-1.5163,-1.138,0.7841000000000022,1.1624000000000052,-63.1784,0.0
MoS2_Mo61W1Se3S122_8cf14b47-1fe4-4b97-a1c3-c0c8ca2b3560,ef9309b3-369a-422e-999d-eb40bb707767,-1345.45311087,-1.62805102,0.3532999999999999,-1.1113,-1.4646,-63.188,18.575989129999925,2.063998792222214,-7.194936421764706,0.845400000000005,1.1987000000000023,0.3532999999999999,-1.4646,-1.1113,0.845400000000005,1.1987000000000023,-63.188,0.3532999999999999,-1.4646,-1.1113,0.845400000000005,1.1987000000000023,-63.188,0.3532999999999999,-1.4646,-1.1113,0.845400000000005,1.1987000000000023,-63.188,0.3532999999999999,-1.4646,-1.1113,0.845400000000005,1.1987000000000023,-63.188,0.0
MoS2_Mo63Se5S120_b0edeceb-fcf0-45e3-b0a9-dac659d14588,3537a506-261f-4c4f-b939-e84f88a52803,-1355.04713014,-1.6660335,0.3691,-1.0782,-1.4473,-63.1158,16.561769859999913,1.8401966511111014,-7.207697500744681,0.7905000000000015,1.1595999999999975,0.3691,-1.4473,-1.0782,0.7905000000000015,1.1595999999999975,-63.1158,0.3691,-1.4473,-1.0782,0.7905000000000015,1.1595999999999975,-63.1158,0.3691,-1.4473,-1.0782,0.7905000000000015,1.1595999999999975,-63.1158,0.3691,-1.4473,-1.0782,0.7905000000000015,1.1595999999999975,-63.1158,0.0
MoS2_Mo61W1Se2S122_25ad1244-1b93-411e-8cf5-d40650800800,502caba4-c53c-46ea-b69b-8c34c482bf5c,-1335.77701008,-1.67501483,0.2681,-1.2042,-1.4723,-63.5185,24.763089919999857,2.7514544355555395,-7.1815968283870975,1.168200000000006,1.4363000000000028,0.2681,-1.4723,-1.2042,1.168200000000006,1.4363000000000028,-63.5185,0.2681,-1.4723,-1.2042,1.168200000000006,1.4363000000000028,-63.5185,0.2681,-1.4723,-1.2042,1.168200000000006,1.4363000000000028,-63.5185,0.2681,-1.4723,-1.2042,1.168200000000006,1.4363000000000028,-63.5185,0.0
